CustomerID,Name,Age,Gender,Location,Subscription_Length_Months,Monthly_Bill,Total_Usage_GB,Churn
26489,Customer_26489,51,Male,Chicago,17,77.82,482,0
20618,Customer_20618,23,Male,New York,10,53.15,442,0
22584,Customer_22584,47,Male,New York,12,85.65,447,1
66071,Customer_66071,61,Male,Houston,14,46.32,191,0
82729,Customer_82729,69,Female,Chicago,23,55.63,162,1
42204,Customer_42204,69,Male,Chicago,2,84.72,159,0
96498,Customer_96498,32,Female,New York,19,99.33,326,1
17136,Customer_17136,69,Female,Chicago,6,59.37,474,1
10140,Customer_10140,36,Female,New York,15,70.35,313,0
97841,Customer_97841,23,Female,Miami,15,48.51,312,0
81953,Customer_81953,56,Female,New York,15,44.44,258,0
73445,Customer_73445,58,Male,Houston,19,54.59,346,1
56826,Customer_56826,48,Male,Houston,8,67.45,371,0
53573,Customer_53573,44,Female,New York,18,87.15,407,1
80908,Customer_80908,31,Female,Chicago,22,49.3,210,1
69386,Customer_69386,63,Female,New York,14,55.37,429,0
30885,Customer_30885,41,Male,New York,11,39.92,485,0
97970,Customer_97970,60,Male,Los Angeles,19,96.6,228,0
43921,Customer_43921,23,Male,Miami,23,81.01,62,1
32271,Customer_32271,24,Female,Chicago,1,93.17,260,1
9,Customer_9,20,Female,Miami,10,42.45,150,1
31744,Customer_31744,43,Male,Los Angeles,7,63.3,112,1
74908,Customer_74908,21,Female,Chicago,14,87.87,145,0
85637,Customer_85637,39,Female,Miami,17,99.6,261,1
41762,Customer_41762,70,Female,Los Angeles,19,87.67,479,0
43792,Customer_43792,64,Female,Houston,13,94.03,199,1
72125,Customer_72125,26,Male,Chicago,9,96.98,289,0
75118,Customer_75118,66,Female,Miami,22,55.61,276,1
48185,Customer_48185,70,Male,Miami,20,95.39,334,1
76453,Customer_76453,26,Female,Houston,6,38.23,394,0
28748,Customer_28748,65,Female,Houston,3,71.18,141,0
22328,Customer_22328,27,Female,Houston,6,81.8,216,0
48849,Customer_48849,69,Male,Chicago,5,54.2,352,0
99357,Customer_99357,55,Female,Chicago,11,83.59,337,1
84491,Customer_84491,32,Male,New York,6,84.94,53,0
44172,Customer_44172,67,Female,Houston,4,58.92,465,0
61771,Customer_61771,32,Female,Los Angeles,13,96.67,107,1
93675,Customer_93675,20,Female,New York,3,71.91,124,1
35084,Customer_35084,50,Male,Los Angeles,8,48.17,369,0
4251,Customer_4251,32,Female,Houston,9,87.59,369,0
83042,Customer_83042,39,Male,Chicago,10,99.71,87,1
37724,Customer_37724,41,Male,Chicago,20,90.03,303,0
87645,Customer_87645,54,Female,Los Angeles,7,53.82,110,0
29979,Customer_29979,25,Female,Chicago,20,47.03,335,1
84673,Customer_84673,49,Male,Los Angeles,4,99.48,222,1
19631,Customer_19631,63,Female,Chicago,20,94.93,73,0
22638,Customer_22638,43,Male,Los Angeles,15,34.91,96,0
97663,Customer_97663,21,Female,New York,18,62.4,386,0
18766,Customer_18766,62,Male,New York,8,35.35,235,1
32731,Customer_32731,22,Male,Houston,19,96.29,441,1
22261,Customer_22261,37,Male,Miami,22,33.67,479,1
87467,Customer_87467,51,Female,Los Angeles,10,41.78,415,1
31351,Customer_31351,49,Female,Miami,3,73.24,439,0
40728,Customer_40728,70,Female,Chicago,6,30.45,125,1
83110,Customer_83110,54,Male,New York,2,38.03,278,0
90770,Customer_90770,70,Female,Los Angeles,24,74.82,406,0
49680,Customer_49680,69,Male,Chicago,3,54.17,420,1
9264,Customer_9264,42,Female,Los Angeles,16,99.15,65,1
65163,Customer_65163,70,Male,Houston,24,86.45,313,1
63538,Customer_63538,57,Female,Chicago,18,71.41,236,0
66823,Customer_66823,38,Male,Los Angeles,6,88.67,72,0
59779,Customer_59779,45,Male,Chicago,22,90.42,301,1
32987,Customer_32987,30,Male,Miami,1,36.69,417,1
53301,Customer_53301,62,Male,New York,17,58.86,496,1
8097,Customer_8097,64,Male,Chicago,24,88.08,135,0
96671,Customer_96671,37,Female,Chicago,7,46.1,91,1
87527,Customer_87527,19,Female,Miami,13,37.29,171,1
4831,Customer_4831,29,Male,Houston,18,65.69,87,1
74201,Customer_74201,63,Male,Miami,5,47.24,277,1
79759,Customer_79759,39,Male,New York,4,94.2,308,1
37286,Customer_37286,36,Male,Miami,19,68.1,386,0
71756,Customer_71756,21,Female,New York,18,59.97,401,0
83630,Customer_83630,44,Female,Miami,21,77.32,77,1
42695,Customer_42695,65,Male,New York,14,38.14,202,1
40925,Customer_40925,22,Female,Chicago,5,72.52,426,0
30241,Customer_30241,37,Female,Houston,17,90.51,128,1
38048,Customer_38048,32,Male,Chicago,19,59.29,388,0
45690,Customer_45690,67,Male,Chicago,13,80.77,499,1
71055,Customer_71055,49,Female,Chicago,12,80.11,403,0
4058,Customer_4058,52,Female,Houston,19,91.22,486,1
80717,Customer_80717,38,Female,Houston,6,44.2,302,0
31745,Customer_31745,39,Female,Miami,10,76.18,264,0
67426,Customer_67426,62,Female,Los Angeles,8,80.97,111,0
6345,Customer_6345,42,Male,New York,20,78.82,431,0
63535,Customer_63535,22,Female,Chicago,9,76.61,117,1
75051,Customer_75051,25,Female,Chicago,19,42.37,301,0
37244,Customer_37244,34,Female,Chicago,20,32.26,291,0
64726,Customer_64726,31,Male,Los Angeles,21,43.44,53,0
33452,Customer_33452,27,Male,Los Angeles,8,92.12,75,1
7911,Customer_7911,45,Female,Los Angeles,3,64.27,178,1
73275,Customer_73275,47,Female,Houston,3,84.57,55,1
42867,Customer_42867,56,Male,Los Angeles,19,43.7,189,1
14727,Customer_14727,39,Male,Chicago,21,52.65,482,0
41899,Customer_41899,48,Female,New York,9,92.32,148,1
89694,Customer_89694,52,Female,Miami,3,37.09,432,1
83121,Customer_83121,44,Female,Miami,20,52.52,314,1
17798,Customer_17798,32,Male,Houston,15,56.19,267,1
79341,Customer_79341,31,Male,Chicago,12,55.01,271,1
49976,Customer_49976,62,Female,Los Angeles,22,35.07,90,0
63199,Customer_63199,43,Female,Houston,15,96.62,338,1
38406,Customer_38406,39,Female,Miami,20,42.13,495,0
24501,Customer_24501,49,Female,Houston,5,69.95,484,0
95695,Customer_95695,60,Male,Miami,16,82.98,299,0
39276,Customer_39276,40,Female,Los Angeles,18,66.45,474,0
57484,Customer_57484,62,Female,Chicago,11,75.84,468,0
79175,Customer_79175,69,Female,New York,18,70.81,66,1
6109,Customer_6109,68,Female,Chicago,10,45.07,359,0
88098,Customer_88098,41,Male,Miami,11,53.15,176,0
19902,Customer_19902,32,Male,Miami,4,52.17,431,0
17079,Customer_17079,47,Male,Houston,12,40.39,440,1
1798,Customer_1798,66,Female,Chicago,23,64.02,343,1
76171,Customer_76171,48,Female,New York,20,83.86,206,0
23379,Customer_23379,44,Female,Los Angeles,16,67.87,262,1
94939,Customer_94939,53,Male,New York,17,69.19,413,1
27069,Customer_27069,39,Female,New York,5,90.69,171,0
37869,Customer_37869,41,Male,Miami,18,45.25,406,0
46437,Customer_46437,65,Male,Los Angeles,21,66.8,66,0
89156,Customer_89156,66,Male,New York,12,57.76,371,1
82394,Customer_82394,27,Male,New York,17,90.94,355,1
49515,Customer_49515,58,Female,Houston,5,47.77,81,0
42773,Customer_42773,64,Female,Houston,24,63.82,293,1
36469,Customer_36469,32,Male,Houston,1,62.88,374,0
2012,Customer_2012,46,Male,Miami,21,69.67,226,1
4282,Customer_4282,28,Female,Miami,5,89.52,303,0
65415,Customer_65415,18,Male,Chicago,4,58.57,102,1
67516,Customer_67516,64,Female,Miami,12,70.17,317,1
97770,Customer_97770,59,Female,Chicago,20,31.61,359,1
5761,Customer_5761,53,Female,Houston,21,68.71,192,1
80125,Customer_80125,55,Male,New York,24,89.88,445,1
99679,Customer_99679,38,Male,New York,18,51.32,276,1
95238,Customer_95238,60,Male,Los Angeles,22,43.54,317,0
83791,Customer_83791,55,Male,Chicago,6,36.76,410,0
42552,Customer_42552,50,Male,Chicago,15,44.25,105,0
96034,Customer_96034,37,Male,Miami,20,63.26,248,0
24489,Customer_24489,37,Male,Miami,22,66.03,204,0
79983,Customer_79983,39,Male,Houston,11,45.65,328,0
18658,Customer_18658,18,Female,Miami,17,84.36,192,0
56835,Customer_56835,31,Male,Miami,4,74.5,248,0
63910,Customer_63910,20,Female,New York,10,45.44,378,0
57352,Customer_57352,37,Male,Houston,11,47.55,409,0
88106,Customer_88106,70,Female,Los Angeles,19,66.88,165,1
64238,Customer_64238,25,Male,New York,7,45.16,52,1
48887,Customer_48887,21,Female,Los Angeles,10,91.67,191,1
13789,Customer_13789,66,Male,Chicago,13,80.04,122,1
16576,Customer_16576,21,Female,Chicago,8,45.48,106,1
1032,Customer_1032,47,Female,New York,8,44.96,243,0
50717,Customer_50717,48,Male,New York,22,43.25,220,0
86041,Customer_86041,23,Male,Miami,1,52.53,382,1
99568,Customer_99568,70,Female,Houston,6,87.07,281,1
27131,Customer_27131,33,Male,New York,12,36.4,153,1
98446,Customer_98446,47,Female,Los Angeles,14,76.58,80,1
48630,Customer_48630,47,Female,Los Angeles,18,34.9,202,0
12237,Customer_12237,60,Female,New York,6,43.8,139,0
90426,Customer_90426,55,Female,Chicago,3,93.2,463,0
85875,Customer_85875,35,Female,Miami,9,61.96,360,0
63667,Customer_63667,30,Male,Miami,19,49.75,468,1
89819,Customer_89819,64,Male,Houston,15,70.64,458,0
37353,Customer_37353,44,Female,Los Angeles,9,39.74,383,1
5574,Customer_5574,38,Female,Los Angeles,9,51.39,444,0
35101,Customer_35101,50,Female,Houston,23,60.71,370,0
92402,Customer_92402,63,Male,Chicago,6,37.17,219,1
9840,Customer_9840,32,Female,New York,9,74.37,96,0
80771,Customer_80771,39,Male,Chicago,23,65.99,241,1
8157,Customer_8157,29,Male,Chicago,9,52.59,228,0
88865,Customer_88865,49,Female,New York,24,32.07,277,0
19690,Customer_19690,54,Female,Houston,5,44.21,253,0
47903,Customer_47903,35,Female,New York,23,58.12,110,1
28911,Customer_28911,59,Male,Houston,17,62.79,111,1
24599,Customer_24599,38,Female,Houston,18,74.4,460,0
83396,Customer_83396,21,Female,Houston,14,47.87,309,1
88559,Customer_88559,38,Female,Chicago,16,98.14,365,0
81635,Customer_81635,33,Male,New York,7,78.6,319,0
74214,Customer_74214,47,Male,Chicago,13,42.37,457,1
25164,Customer_25164,65,Male,Houston,16,32.57,404,0
26234,Customer_26234,28,Female,Houston,3,46.62,370,1
40488,Customer_40488,48,Female,New York,4,64.19,371,0
88681,Customer_88681,44,Female,Miami,20,72.15,140,0
67785,Customer_67785,50,Male,Los Angeles,1,90.38,488,1
32178,Customer_32178,38,Female,New York,22,99.12,227,0
79901,Customer_79901,19,Female,Houston,19,86.93,162,0
93590,Customer_93590,32,Male,Miami,13,91.16,201,0
48600,Customer_48600,66,Female,Miami,10,39.03,255,1
83839,Customer_83839,68,Female,New York,2,74.87,197,1
8355,Customer_8355,33,Male,Chicago,6,42.29,182,1
73499,Customer_73499,28,Male,Los Angeles,14,78.57,311,1
28723,Customer_28723,29,Female,Los Angeles,14,61.67,303,0
79787,Customer_79787,53,Female,Miami,1,62.04,169,1
42028,Customer_42028,43,Female,Miami,19,60.91,159,1
19546,Customer_19546,46,Male,New York,22,97.99,134,1
68546,Customer_68546,20,Female,New York,13,45.92,117,0
75785,Customer_75785,40,Male,Houston,24,80.18,199,1
48424,Customer_48424,53,Female,Los Angeles,13,34.84,481,1
89634,Customer_89634,63,Female,Miami,12,84.76,76,1
42978,Customer_42978,22,Male,Chicago,2,39.08,204,0
13027,Customer_13027,69,Female,Miami,9,95.26,230,1
91045,Customer_91045,65,Male,New York,6,73.89,367,0
57317,Customer_57317,48,Male,Houston,11,31.33,358,0
89048,Customer_89048,18,Male,Chicago,3,98.45,207,0
97541,Customer_97541,49,Female,Los Angeles,1,74.15,302,0
45935,Customer_45935,26,Female,Chicago,24,63.0,106,0
90641,Customer_90641,19,Male,Los Angeles,13,89.79,56,0
44763,Customer_44763,68,Female,Miami,20,79.01,332,0
45155,Customer_45155,34,Male,Houston,3,52.01,264,1
56145,Customer_56145,28,Female,New York,7,68.02,119,1
87190,Customer_87190,18,Female,Los Angeles,4,43.71,127,1
34363,Customer_34363,26,Female,Miami,2,70.37,460,1
36356,Customer_36356,68,Male,Houston,22,37.81,66,0
38136,Customer_38136,39,Male,Miami,11,73.5,428,1
81734,Customer_81734,23,Female,Miami,1,30.54,83,0
23323,Customer_23323,38,Female,New York,24,97.09,172,0
74785,Customer_74785,52,Female,Chicago,4,32.76,127,0
43387,Customer_43387,24,Female,New York,3,34.37,465,0
5095,Customer_5095,63,Female,New York,24,37.03,58,0
93262,Customer_93262,37,Male,Chicago,10,57.84,497,0
81144,Customer_81144,28,Female,Chicago,13,93.31,103,0
24610,Customer_24610,33,Female,Los Angeles,2,52.71,232,0
94292,Customer_94292,36,Female,Los Angeles,7,83.63,63,1
18184,Customer_18184,33,Male,Miami,10,60.54,450,0
63446,Customer_63446,29,Female,New York,7,45.8,207,1
94475,Customer_94475,47,Male,Los Angeles,8,69.54,80,0
82522,Customer_82522,35,Female,Houston,3,80.1,278,0
26699,Customer_26699,35,Female,New York,23,72.82,231,0
75463,Customer_75463,52,Male,New York,4,46.6,420,0
16096,Customer_16096,53,Male,Houston,22,94.62,495,0
48540,Customer_48540,70,Female,Chicago,23,45.52,381,1
71540,Customer_71540,33,Female,Miami,23,75.57,137,1
38615,Customer_38615,53,Female,New York,15,57.94,401,0
59369,Customer_59369,49,Male,Chicago,10,68.98,482,0
20634,Customer_20634,21,Male,New York,9,89.13,460,0
32045,Customer_32045,27,Female,New York,9,78.81,150,0
68364,Customer_68364,18,Female,Chicago,15,38.57,265,0
3529,Customer_3529,36,Male,New York,19,42.89,485,1
11352,Customer_11352,61,Female,Miami,9,43.83,82,1
88101,Customer_88101,69,Male,Chicago,4,50.62,314,0
12420,Customer_12420,34,Male,Houston,24,95.75,330,1
51256,Customer_51256,46,Male,Chicago,5,38.35,406,0
45749,Customer_45749,49,Female,Los Angeles,19,34.85,311,1
41813,Customer_41813,52,Female,Chicago,16,47.55,215,0
50660,Customer_50660,25,Male,New York,15,99.48,266,1
10648,Customer_10648,23,Female,New York,4,86.31,389,0
82537,Customer_82537,51,Female,Houston,16,56.99,106,0
45767,Customer_45767,65,Male,Los Angeles,2,94.61,252,1
98385,Customer_98385,38,Male,New York,22,84.41,361,1
42452,Customer_42452,33,Male,Chicago,1,58.0,265,1
75546,Customer_75546,41,Female,Miami,5,39.59,89,0
98955,Customer_98955,38,Male,Houston,23,54.63,388,0
24347,Customer_24347,35,Male,Houston,12,90.59,480,0
14103,Customer_14103,21,Female,Houston,12,41.27,304,1
89734,Customer_89734,51,Male,Los Angeles,13,67.87,155,1
40396,Customer_40396,47,Male,Houston,9,47.29,419,0
80710,Customer_80710,63,Male,Houston,16,46.64,278,1
27776,Customer_27776,29,Male,Miami,17,73.31,214,1
42894,Customer_42894,29,Male,New York,23,43.3,203,1
87656,Customer_87656,33,Male,Los Angeles,1,72.24,201,0
39843,Customer_39843,65,Male,Miami,13,60.09,143,0
50683,Customer_50683,61,Male,Los Angeles,2,32.32,438,1
89776,Customer_89776,42,Male,Los Angeles,20,61.61,185,1
10622,Customer_10622,24,Male,Miami,7,95.99,259,0
35450,Customer_35450,20,Female,Houston,14,34.92,175,1
13396,Customer_13396,24,Male,New York,1,62.33,384,0
71505,Customer_71505,51,Female,Miami,8,47.92,233,1
70652,Customer_70652,37,Female,Chicago,22,60.78,402,0
90125,Customer_90125,56,Male,Chicago,18,72.11,320,0
49106,Customer_49106,50,Male,Los Angeles,23,79.28,118,0
4079,Customer_4079,45,Female,Los Angeles,1,35.49,151,1
68968,Customer_68968,52,Male,New York,21,83.71,403,1
17512,Customer_17512,40,Female,New York,6,72.02,270,1
43146,Customer_43146,58,Male,Miami,14,90.42,477,1
32032,Customer_32032,45,Female,New York,9,54.01,126,1
36502,Customer_36502,33,Female,Houston,9,56.89,421,0
52239,Customer_52239,31,Female,New York,24,93.37,84,1
30809,Customer_30809,27,Female,Chicago,6,31.35,182,0
18269,Customer_18269,55,Female,New York,22,51.02,150,0
89348,Customer_89348,67,Male,Chicago,18,89.7,481,1
58868,Customer_58868,58,Male,Miami,18,77.03,225,1
7387,Customer_7387,63,Male,Chicago,17,33.42,239,0
75536,Customer_75536,56,Male,Houston,9,73.67,196,0
10821,Customer_10821,55,Female,Houston,16,46.44,353,0
32890,Customer_32890,41,Female,New York,24,50.97,333,1
67074,Customer_67074,34,Male,Houston,18,91.96,109,0
43568,Customer_43568,53,Male,Miami,19,37.6,329,0
77085,Customer_77085,30,Male,Los Angeles,1,64.83,109,1
73687,Customer_73687,24,Female,Houston,10,92.02,292,1
43413,Customer_43413,68,Female,Miami,20,34.42,420,1
82490,Customer_82490,52,Male,New York,11,65.21,102,0
43273,Customer_43273,68,Female,Miami,19,39.0,314,0
73412,Customer_73412,46,Female,Miami,12,89.2,211,0
48172,Customer_48172,33,Female,New York,16,75.4,275,1
58181,Customer_58181,37,Female,New York,22,73.18,355,1
31711,Customer_31711,44,Female,Chicago,23,62.05,367,0
87057,Customer_87057,26,Male,Miami,23,45.65,312,0
18468,Customer_18468,43,Female,Los Angeles,21,66.88,152,1
31850,Customer_31850,24,Male,Los Angeles,17,51.89,303,1
14354,Customer_14354,38,Male,New York,3,46.95,56,0
34632,Customer_34632,22,Female,Houston,3,50.33,124,0
15259,Customer_15259,61,Female,Chicago,2,41.27,298,0
95621,Customer_95621,60,Female,Miami,8,95.96,243,0
51247,Customer_51247,47,Female,Houston,5,55.8,223,0
40634,Customer_40634,26,Male,New York,7,63.1,208,0
68259,Customer_68259,65,Female,Houston,18,56.96,409,1
36873,Customer_36873,49,Female,Los Angeles,10,90.13,242,0
75020,Customer_75020,23,Male,Los Angeles,4,40.84,343,1
3142,Customer_3142,44,Female,New York,2,84.16,373,0
71197,Customer_71197,53,Female,Miami,24,59.15,156,0
42074,Customer_42074,40,Female,Los Angeles,13,72.73,334,0
85914,Customer_85914,26,Female,Los Angeles,22,91.12,358,1
78117,Customer_78117,67,Female,Houston,15,78.59,241,1
45698,Customer_45698,53,Female,Houston,4,68.16,403,0
90334,Customer_90334,65,Female,Houston,18,98.02,213,1
18228,Customer_18228,49,Male,Chicago,10,37.21,312,0
6805,Customer_6805,19,Female,Miami,23,95.14,316,0
87280,Customer_87280,38,Male,New York,5,60.04,127,0
89737,Customer_89737,64,Female,Houston,2,63.28,500,1
76546,Customer_76546,41,Female,Miami,4,71.75,498,1
53439,Customer_53439,53,Female,Houston,20,88.79,469,1
11414,Customer_11414,65,Female,Chicago,9,99.35,281,1
32081,Customer_32081,47,Female,Chicago,8,68.95,79,1
20557,Customer_20557,32,Male,Chicago,18,98.62,432,0
66384,Customer_66384,26,Female,Chicago,22,82.5,85,0
54556,Customer_54556,64,Male,Los Angeles,10,40.46,411,1
38292,Customer_38292,58,Female,Los Angeles,24,46.7,261,1
38026,Customer_38026,18,Male,Chicago,12,32.77,330,1
8760,Customer_8760,53,Female,New York,18,41.53,272,0
17181,Customer_17181,21,Male,Houston,22,96.55,227,1
7672,Customer_7672,59,Male,New York,10,68.76,447,1
4152,Customer_4152,44,Female,New York,18,98.92,73,1
86689,Customer_86689,66,Male,New York,15,99.88,63,1
16724,Customer_16724,29,Male,Los Angeles,4,31.79,494,1
81429,Customer_81429,35,Male,Miami,24,57.17,280,0
856,Customer_856,28,Male,Los Angeles,11,68.52,426,1
95850,Customer_95850,43,Male,Los Angeles,18,31.55,169,1
96700,Customer_96700,36,Male,Miami,2,69.71,206,0
85940,Customer_85940,60,Female,Miami,10,61.37,109,1
3238,Customer_3238,53,Male,Los Angeles,9,47.39,296,1
98580,Customer_98580,43,Male,Chicago,22,96.72,477,1
92388,Customer_92388,33,Female,Miami,16,96.31,382,0
40668,Customer_40668,51,Male,Miami,21,79.33,462,0
86330,Customer_86330,45,Female,Los Angeles,15,85.96,56,0
84772,Customer_84772,51,Female,New York,18,92.11,145,1
75526,Customer_75526,60,Female,Chicago,16,44.37,277,1
39363,Customer_39363,23,Male,Miami,15,31.55,433,1
94847,Customer_94847,29,Female,Chicago,22,45.57,283,0
72699,Customer_72699,54,Male,Miami,3,66.88,81,1
81252,Customer_81252,19,Female,Miami,11,48.1,82,1
31063,Customer_31063,70,Male,Los Angeles,10,65.46,418,0
52221,Customer_52221,31,Male,Miami,23,52.31,494,1
69678,Customer_69678,34,Female,Chicago,2,61.21,485,0
38192,Customer_38192,47,Female,Miami,5,40.96,149,0
6837,Customer_6837,27,Male,Los Angeles,4,55.38,301,1
69122,Customer_69122,40,Female,Miami,11,33.2,325,0
55987,Customer_55987,52,Female,Chicago,16,68.74,218,1
79565,Customer_79565,32,Male,Miami,19,62.29,51,0
5327,Customer_5327,31,Male,New York,8,46.73,204,0
28254,Customer_28254,32,Male,Los Angeles,16,72.85,491,0
13800,Customer_13800,64,Male,Chicago,20,60.24,374,1
63381,Customer_63381,48,Male,Miami,2,73.05,448,0
47595,Customer_47595,61,Female,Miami,12,83.6,230,1
94421,Customer_94421,54,Female,New York,24,46.87,53,1
22139,Customer_22139,46,Female,Houston,18,48.13,308,0
78381,Customer_78381,30,Female,Miami,4,61.02,316,1
72639,Customer_72639,64,Male,Chicago,20,88.15,405,0
96895,Customer_96895,66,Female,New York,13,97.37,244,0
43516,Customer_43516,46,Male,Miami,6,48.1,263,0
17696,Customer_17696,57,Male,Miami,8,74.37,101,1
2208,Customer_2208,37,Male,New York,24,39.31,173,0
1744,Customer_1744,54,Female,Miami,15,82.26,494,1
19343,Customer_19343,41,Female,Los Angeles,2,74.65,218,1
22196,Customer_22196,58,Male,Miami,14,70.42,182,1
66649,Customer_66649,27,Male,Los Angeles,8,50.26,216,0
58420,Customer_58420,40,Female,Los Angeles,11,66.78,194,1
51315,Customer_51315,52,Male,Chicago,18,79.5,361,0
83013,Customer_83013,70,Female,Los Angeles,21,83.56,346,0
50371,Customer_50371,46,Male,Chicago,21,86.81,281,0
88329,Customer_88329,68,Female,New York,6,47.35,148,1
65734,Customer_65734,70,Male,Chicago,18,60.24,240,1
55935,Customer_55935,36,Male,New York,19,32.91,210,0
18977,Customer_18977,61,Female,Houston,23,53.83,100,1
76993,Customer_76993,65,Female,Chicago,12,57.9,179,1
4299,Customer_4299,33,Male,Los Angeles,6,48.04,67,0
49302,Customer_49302,60,Male,Chicago,22,85.45,56,0
34484,Customer_34484,31,Female,Miami,6,30.45,141,1
5717,Customer_5717,21,Female,Chicago,19,56.1,381,1
7609,Customer_7609,40,Male,Houston,18,50.15,445,1
39068,Customer_39068,18,Female,New York,19,47.76,159,1
81838,Customer_81838,58,Male,Miami,10,42.87,350,0
62909,Customer_62909,39,Female,Chicago,23,59.71,117,0
55704,Customer_55704,30,Female,Houston,15,59.78,450,1
83146,Customer_83146,27,Female,New York,15,30.13,404,1
86013,Customer_86013,39,Female,Chicago,3,75.94,346,1
87878,Customer_87878,19,Female,New York,19,46.28,59,0
66964,Customer_66964,45,Male,Miami,17,50.6,291,1
35048,Customer_35048,60,Female,Los Angeles,6,96.77,412,1
4712,Customer_4712,33,Male,Los Angeles,12,63.61,476,1
4578,Customer_4578,37,Male,Los Angeles,15,45.36,436,0
46765,Customer_46765,22,Male,Houston,5,40.66,276,0
86260,Customer_86260,64,Female,Houston,18,33.09,148,0
60350,Customer_60350,69,Female,Chicago,16,95.54,366,0
69469,Customer_69469,25,Male,Houston,5,45.29,165,0
11585,Customer_11585,49,Male,Chicago,7,84.53,62,1
66024,Customer_66024,34,Male,Miami,14,64.41,119,1
17739,Customer_17739,29,Female,Houston,24,74.29,384,0
56154,Customer_56154,55,Female,Chicago,12,36.31,471,0
3194,Customer_3194,44,Male,Chicago,3,99.04,94,1
87075,Customer_87075,27,Male,New York,14,94.93,401,1
25398,Customer_25398,23,Male,Houston,3,54.26,342,0
94766,Customer_94766,35,Female,New York,6,44.34,258,1
38163,Customer_38163,70,Female,New York,7,43.51,304,1
40607,Customer_40607,25,Female,Houston,5,86.91,152,0
34180,Customer_34180,24,Female,Houston,5,80.18,276,0
6813,Customer_6813,36,Female,Los Angeles,10,99.36,377,1
63575,Customer_63575,24,Male,Miami,15,64.42,108,0
472,Customer_472,56,Male,Chicago,11,54.84,82,1
49261,Customer_49261,24,Male,New York,3,46.58,324,0
57889,Customer_57889,49,Male,Houston,2,92.51,327,0
18671,Customer_18671,49,Male,New York,12,41.68,313,1
18355,Customer_18355,69,Female,Houston,3,72.4,203,0
34658,Customer_34658,27,Male,Los Angeles,2,64.23,140,1
90502,Customer_90502,38,Female,New York,23,93.2,207,1
70165,Customer_70165,63,Female,Los Angeles,2,67.28,88,1
88972,Customer_88972,55,Male,Los Angeles,24,93.94,110,1
25090,Customer_25090,19,Male,Miami,12,58.82,404,0
21932,Customer_21932,56,Female,Chicago,3,41.38,225,1
91835,Customer_91835,70,Female,Los Angeles,9,62.96,87,1
54836,Customer_54836,30,Female,Miami,17,33.12,393,1
37884,Customer_37884,55,Male,Houston,5,41.6,391,1
45591,Customer_45591,55,Male,Houston,13,95.54,159,0
28228,Customer_28228,42,Female,Los Angeles,19,47.61,178,1
17490,Customer_17490,28,Male,Miami,20,83.18,248,0
99991,Customer_99991,62,Male,Chicago,9,36.34,432,0
8187,Customer_8187,68,Male,Chicago,7,66.16,406,0
16531,Customer_16531,58,Male,Houston,12,70.06,91,1
34813,Customer_34813,24,Female,Miami,19,91.64,172,1
7315,Customer_7315,63,Female,Los Angeles,15,83.72,328,0
35337,Customer_35337,56,Male,Los Angeles,18,71.64,54,0
33373,Customer_33373,30,Male,Houston,7,35.76,498,1
83205,Customer_83205,43,Male,New York,17,58.82,66,1
51184,Customer_51184,44,Male,Los Angeles,3,74.78,81,1
55189,Customer_55189,39,Male,Chicago,1,45.81,306,1
68106,Customer_68106,54,Male,New York,2,30.13,213,1
75437,Customer_75437,68,Male,Los Angeles,4,52.89,322,1
98162,Customer_98162,27,Female,Miami,6,82.88,276,0
37730,Customer_37730,20,Female,Houston,14,57.99,460,0
88579,Customer_88579,59,Male,New York,18,82.69,355,1
42322,Customer_42322,49,Male,Los Angeles,1,50.66,444,1
26072,Customer_26072,39,Male,Houston,12,51.46,311,1
17326,Customer_17326,37,Female,Los Angeles,19,45.98,264,0
33807,Customer_33807,35,Male,Miami,5,79.95,297,1
24199,Customer_24199,59,Female,Miami,14,64.31,436,1
43782,Customer_43782,62,Male,New York,9,76.94,296,0
82706,Customer_82706,63,Male,Houston,24,71.07,423,0
87471,Customer_87471,38,Female,Miami,13,32.52,109,0
67875,Customer_67875,25,Female,New York,18,83.39,170,0
10971,Customer_10971,21,Female,Miami,17,89.63,458,0
28380,Customer_28380,25,Male,Chicago,17,97.91,85,1
61269,Customer_61269,64,Female,Chicago,11,98.57,52,0
85844,Customer_85844,23,Male,Houston,16,57.98,186,0
79888,Customer_79888,40,Male,Chicago,13,77.06,77,1
15435,Customer_15435,70,Female,Miami,7,85.25,94,0
85313,Customer_85313,43,Male,Chicago,9,32.97,341,0
43986,Customer_43986,49,Female,New York,17,35.37,460,1
36733,Customer_36733,29,Male,New York,22,63.21,232,0
36367,Customer_36367,20,Female,Houston,9,56.77,84,0
56868,Customer_56868,52,Male,New York,8,90.48,437,0
56104,Customer_56104,20,Female,Miami,19,98.81,500,1
71622,Customer_71622,55,Male,Los Angeles,23,63.06,147,0
47302,Customer_47302,54,Female,Chicago,3,52.89,197,0
1307,Customer_1307,26,Male,Chicago,5,31.59,98,1
59632,Customer_59632,64,Male,Los Angeles,18,81.71,271,1
35997,Customer_35997,24,Female,Houston,11,81.01,338,1
23345,Customer_23345,63,Male,New York,18,98.97,61,0
69446,Customer_69446,39,Female,Houston,21,87.04,160,1
53802,Customer_53802,32,Female,Miami,11,83.03,210,0
